"detector_id","detector_type","detector_status","detector_direction","detector_movement","location_name","atd_location_id","signal_id","created_date","modified_date","ip_comm_status","comm_status_datetime_utc","location_latitude","location_longitude","LOCATION"
"1,861","LOOP","REMOVED","WESTBOUND","LEFT TURN"," CONGRESS AVE / JAMES ST","LOC16-004570","933","2017 Jun 26 12:00:00 AM","2022 Oct 10 04:57:00 PM",,,,,"POINT (-97.749107 30.251116)"
"7,142","VIDEO","OK","SOUTHBOUND","THRU / RIGHT TURN, THRU ONLY"," LAMAR BLVD / HOUSTON ST","LOC16-005475","178","2020 Mar 19 12:00:00 AM","2025 Apr 03 03:00:00 PM",,,,,"POINT (-97.728081 30.323225)"
"6,092","VIDEO","BROKEN","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," WILLIAM CANNON DR / STONLEIGH PL","LOC16-002045","417","2017 Sep 11 12:00:00 AM","2025 Oct 03 08:21:00 PM",,,,,"POINT (-97.758881 30.186432)"
"414","VIDEO","OK","SOUTHBOUND","LEFT TURN"," 12TH ST / WEST AVE","LOC16-001185","242",,"2023 Jun 26 06:05:00 PM",,,,,"POINT (-97.748428 30.276058)"
"5,594","LOOP","REMOVED","SOUTHBOUND","THRU / LEFT TURN"," RED RIVER ST / 38TH HALF ST","LOC16-000335","68","2017 Aug 04 12:00:00 AM","2021 Jun 22 02:35:00 PM",,,,,"POINT (-97.723145 30.296543)"
"2,435","LOOP","OK","NORTHBOUND","RIGHT TURN","6511 BLK MC NEIL DR (Oak Knoll Dr/Research Park (Formerly TX Instruments))","LOC16-004160","845","2017 Jun 23 12:00:00 AM","2025 Mar 24 02:00:00 PM",,,,,"POINT (-97.754227 30.439367)"
"4,751","LOOP","BROKEN","SOUTHBOUND","THRU / RIGHT TURN"," AIRPORT BLVD / LEVANDER LOOP","LOC16-000865","174","2017 Jun 15 12:00:00 AM","2025 Aug 11 02:44:00 PM",,,,,"POINT (-97.692543 30.253723)"
"727","LOOP","OK","SOUTHBOUND","LEFT TURN"," WILLIAM CANNON DR / 1ST ST","LOC16-001980","404",,"2023 Nov 27 10:23:00 PM",,,,,"POINT (-97.787819 30.197098)"
"6,482","LOOP","REMOVED","SOUTHBOUND","THRU / LEFT TURN"," PEARCE LN / ROSS RD","LOC16-001575","322","2018 Jul 03 12:00:00 AM","2022 Nov 15 03:46:00 PM",,,,,"POINT (-97.623108 30.16943)"
"7,005","VIDEO","OK","WESTBOUND","LEFT TURN"," CONGRESS AVE / SHERATON AVE","LOC16-002000","408","2019 Oct 15 12:00:00 AM","2023 Nov 27 11:58:00 PM",,,,,"POINT (-97.768776 30.215157)"
"5,481","NO DETECTORS","OK","EASTBOUND","THRU / RIGHT TURN"," 24TH ST / NUECES ST","LOC16-000155","32","2017 Jun 14 12:00:00 AM","2017 Jun 14 05:00:00 AM",,,,,"POINT (-97.74366 30.287827)"
"3,095","LOOP","OK","WESTBOUND","LEFT TURN"," TECH RIDGE BLVD / CANYON RIDGE DR","LOC16-003610","732","2017 Jun 23 12:00:00 AM","2025 Jul 29 06:29:00 PM",,,,,"POINT (-97.668854 30.399052)"
"2,586","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," WESTBANK DR / ALLEN RD","LOC16-004045","822","2017 Jun 23 12:00:00 AM","2021 Dec 21 12:34:00 PM",,,,,"POINT (-97.812248 30.274342)"
"1,168","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," KOENIG LN / GROVER AVE","LOC16-000055","12",,"2021 Jun 11 01:36:00 PM",,,,,"POINT (-97.729485 30.329882)"
"6,996","VIDEO","OK - MINOR ISSUE","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," HOWARD LN / HARRIS BRANCH PKWY","LOC16-006835","387","2019 Sep 27 12:00:00 AM","2025 Sep 09 09:07:00 PM",,,,,"POINT (-97.608473 30.378022)"
"2,179","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," MANOR RD / LOYOLA LN","LOC16-002405","490","2017 Jun 26 12:00:00 AM","2019 Oct 14 05:36:00 PM",,,,,"POINT (-97.667152 30.310062)"
"2,302","LOOP","BROKEN","WESTBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD","LOC16-004225","857","2017 Jun 26 12:00:00 AM","2024 May 28 10:36:00 PM",,,,,"POINT (-97.745766 30.389252)"
"3,684","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN","FM 969 RD / ED BLUESTEIN BLVD SVRD (Martin Luther King Jr Blvd / US 183)","LOC16-003120","635","2017 Jun 19 12:00:00 AM","2020 Jun 23 08:30:00 PM",,,,,"POINT (-97.664047 30.285421)"
"4,675","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," ENFIELD RD / WINSTED LN","LOC16-001035","211","2017 Jun 16 12:00:00 AM","2024 Jul 30 10:06:00 PM",,,,,"POINT (-97.76461 30.286291)"
"3,152","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN","US 183 HWY SVRD / POND SPRINGS RD","LOC16-003570","724","2017 Jun 23 12:00:00 AM","2021 Nov 24 02:19:00 PM",,,,,"POINT (-97.770851 30.434437)"
"3,238","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," BRODIE LN / SILK OAK DR","LOC16-003470","704","2017 Jun 23 12:00:00 AM","2023 Sep 27 03:13:00 PM",,,,,"POINT (-97.845215 30.190764)"
"6,497","VIDEO","OK","NORTHBOUND","THRU / RIGHT TURN, THRU ONLY"," LAMAR BLVD / 12TH ST","LOC16-000575","116","2018 Jul 10 12:00:00 AM","2023 Dec 22 01:46:00 PM",,,,,"POINT (-97.751396 30.276897)"
"6,654","VIDEO","OK","WESTBOUND","BICYCLE, RIGHT TURN, THRU / LEFT TURN"," CAMERON RD / MC KIE DR","LOC16-004625","947","2019 Jan 31 12:00:00 AM","2024 Aug 12 05:30:00 PM",,,,,"POINT (-97.690407 30.329039)"
"1,764","VIDEO","OK","WESTBOUND","THRU / RIGHT TURN"," OLTORF ST / 5TH ST","LOC16-004640","950","2017 Jun 28 12:00:00 AM","2025 Sep 08 06:09:00 PM",,,,,"POINT (-97.764336 30.243938)"
"5,103","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," OLTORF ST / MONTOPOLIS DR","LOC16-002710","553","2017 Jun 15 12:00:00 AM","2024 Apr 24 07:35:00 PM",,,,,"POINT (-97.710297 30.215042)"
"2,895","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," SLAUGHTER LN / 35 SVRD","LOC16-003770","765","2017 Jun 23 12:00:00 AM","2024 Jun 28 07:46:00 PM",,,,,"POINT (-97.784981 30.167032)"
"6,689","LOOP","REMOVED","NORTHBOUND","RIGHT TURN","FM 2222 RD / RIVER PLACE BLVD","LOC16-004070","827","2019 Feb 07 12:00:00 AM","2020 Jun 29 07:02:00 PM",,,,,"POINT (-97.845512 30.394526)"
"6,072","LOOP","BROKEN","SOUTHBOUND","THRU / RIGHT TURN, LEFT TURN"," ANDERSON MILL RD / 183 HWY SVRD","LOC16-003005","602","2017 Sep 11 12:00:00 AM","2024 Nov 07 02:37:00 PM",,,,,"POINT (-97.790947 30.448647)"
"7,224","VIDEO","REMOVED","WESTBOUND","LEFT TURN"," MC NEIL DR / PARMER LN","LOC16-003340","677","2020 Jul 13 12:00:00 AM","2024 Dec 30 03:33:00 PM",,,,,"POINT (-97.742394 30.44385)"
"7,246","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," MANOR RD / BERKMAN DR","LOC16-002395","488","2020 Jul 28 12:00:00 AM","2021 Jan 28 02:57:00 PM",,,,,"POINT (-97.69854 30.289087)"
"5,338","VIDEO","OK","SOUTHBOUND","LEFT TURN"," DEAN KEETON ST / SPEEDWAY ","LOC16-000270","55","2017 Jun 14 12:00:00 AM","2025 Feb 25 09:28:00 PM",,,,,"POINT (-97.736809 30.289457)"
"6,342","LOOP","OK","WESTBOUND","THRU / LEFT TURN"," MARTIN LUTHER KING JR BLVD / SPRINGDALE RD","LOC16-003130","637","2018 Mar 30 12:00:00 AM","2023 Dec 28 01:04:00 PM",,,,,"POINT (-97.682625 30.285862)"
"2,657","LOOP","OK","NORTHBOUND","LEFT TURN"," GREAT HILLS TRL / RESEARCH BLVD SVRD","LOC16-003985","810","2017 Jun 23 12:00:00 AM","2023 Dec 29 05:15:00 PM",,,,,"POINT (-97.745987 30.394079)"
"6,890","VIDEO","OK","WESTBOUND","STOP BAR, THRU / LEFT TURN","US 290 HWY SVRD / ED BLUESTEIN BLVD SVRD (Southwest Intersection of 290 / 183 )","LOC17-007350","927","2019 May 24 12:00:00 AM","2025 Oct 13 04:07:00 PM",,,,,"POINT (-97.673171 30.324862)"
"4,436","LOOP","BROKEN","NORTHBOUND","THRU / RIGHT TURN"," OAK KNOLL DR / RESEARCH BLVD SVRD","LOC16-002980","607","2017 Jun 16 12:00:00 AM","2024 Nov 07 02:36:00 PM",,,,,"POINT (-97.759049 30.42947)"
"6,715","LOOP","REMOVED","SOUTHBOUND","BICYCLE"," 7TH ST / PEDERNALES ST","LOC16-001735","354","2019 Feb 19 12:00:00 AM","2025 Oct 16 08:25:00 PM",,,,,"POINT (-97.713715 30.260914)"
"5,697","VIDEO","OK - MINOR ISSUE","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," GUADALUPE ST / 30TH ST","LOC16-000225","46","2017 Sep 11 12:00:00 AM","2023 Dec 12 11:23:00 PM",,,,,"POINT (-97.742104 30.296503)"
"1,687","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," KOENIG LN / ARROYO SECO ","LOC16-004725","967","2017 Jun 28 12:00:00 AM","2020 Jun 30 04:50:00 PM",,,,,"POINT (-97.73467 30.332352)"
"6,112","VIDEO","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," PLEASANT VALLEY RD / WEBBERVILLE RD","LOC16-001520","311","2017 Sep 11 12:00:00 AM","2025 Sep 24 11:14:00 PM",,,,,"POINT (-97.709038 30.265387)"
"5,534","RADAR - Iteris","OK","NORTHBOUND","THRU / RIGHT TURN"," AIRPORT BLVD / GUADALUPE ST","LOC16-000065","14","2017 Jun 14 12:00:00 AM","2025 Sep 03 09:49:00 PM",,,,,"POINT (-97.716927 30.33396)"
"6,238","VIDEO","REMOVED","WESTBOUND","LEFT TURN, THRU / RIGHT TURN, THRU ONLY"," JOLLYVILLE RD / BALCONES WOODS DR","LOC16-003000","611","2018 Jan 04 12:00:00 AM","2024 Apr 02 05:52:00 PM",,,,,"POINT (-97.747864 30.407795)"
"2,581","LOOP","OK","EASTBOUND","THRU / RIGHT TURN","FM 620 RD / PARMER LN","LOC16-004055","824","2017 Jun 23 12:00:00 AM","2023 Dec 29 07:18:00 PM",,,,,"POINT (-97.764977 30.476822)"
"2,618","LOOP","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," BRAKER LN / BLUFF BEND DR","LOC16-004015","816","2017 Jun 23 12:00:00 AM","2025 Sep 22 05:51:00 PM",,,,,"POINT (-97.672531 30.375425)"
"3,260","LOOP","OK","WESTBOUND","THRU / RIGHT TURN","FM 969 RD / DECKER LN","LOC16-003460","702","2017 Jun 23 12:00:00 AM","2025 Oct 13 09:02:00 PM",,,,,"POINT (-97.637276 30.276794)"
"5,514","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," LAVACA ST / MARTIN LUTHER KING JR BLVD","LOC16-000115","24","2017 Jun 14 12:00:00 AM","2020 Jun 07 04:18:00 PM",,,,,"POINT (-97.740509 30.281328)"
"3,032","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," COLORADO ST / 3RD ST","LOC16-003660","742","2017 Jun 23 12:00:00 AM","2020 Dec 16 03:14:00 AM",,,,,"POINT (-97.745155 30.265602)"
"4,787","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," AIRPORT BLVD / 12TH ST","LOC16-000810","163","2017 Jun 15 12:00:00 AM","2024 Feb 27 09:12:00 PM",,,,,"POINT (-97.700333 30.276861)"
"6,509","LOOP","OK","WESTBOUND","LEFT TURN","FM 620 RD / EL SALIDO PKWY","LOC16-004465","906","2018 Jul 25 12:00:00 AM","2023 Dec 17 05:56:00 PM",,,,,"POINT (-97.823113 30.458035)"
"2,342","LOOP","REMOVED","EASTBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / MOPAC EXPY SVRD","LOC16-004205","853","2017 Jun 26 12:00:00 AM","2021 Dec 21 09:12:00 PM",,,,,"POINT (-97.734985 30.389957)"
"785","LOOP","REMOVED","WESTBOUND","LEFT TURN"," KOENIG LN / WOODROW AVE","LOC16-000060","13",,"2024 May 14 09:57:00 PM",,,,,"POINT (-97.73159 30.330872)"
"6,733","LOOP","OK","EASTBOUND","LEFT TURN"," 1ST ST / MARY ST","LOC16-000715","144","2019 Feb 20 12:00:00 AM","2023 Dec 19 04:32:00 PM",,,,,"POINT (-97.75634 30.246565)"
"2,932","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," SLAUGHTER LN / TEXAS OAKS DR","LOC16-003745","760","2017 Jun 23 12:00:00 AM","2022 Jun 24 06:15:00 PM",,,,,"POINT (-97.814385 30.173882)"
"6,740","VIDEO","INACTIVE","NORTHBOUND","THRU ONLY"," WELLS BRANCH PKWY / KILLINGSWORTH LN","LOC17-007340","454","2019 Feb 26 12:00:00 AM","2023 Dec 08 11:14:00 PM",,,,,"POINT (-97.605902 30.40315)"
"6,265","GRIDSMART","REMOVED","NORTHBOUND","LEFT TURN, RIGHT TURN","5613 BLK SOUTHWEST PKWY (Encino Trace Office Park)","LOC17-007425","630","2018 Jan 30 12:00:00 AM","2023 Oct 03 05:27:00 PM",,,,,"POINT (-97.843624 30.244806)"
"887","VIDEO","OK","SOUTHBOUND","LEFT TURN"," 35TH ST / JACKSON AVE","LOC16-000530","107",,"2023 Dec 22 05:06:00 PM",,,,,"POINT (-97.75589 30.308735)"
"5,850","VIDEO","OK - MINOR ISSUE","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," JOHNNY MORRIS RD / LOYOLA LN","LOC16-003575","725","2017 Sep 11 12:00:00 AM","2025 Oct 15 11:58:00 AM",,,,,"POINT (-97.648216 30.300238)"
"597","VIDEO","OK","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," RIVERSIDE DR / PARKER LN","LOC16-001905","389",,"2025 Jun 09 10:27:00 PM",,,,,"POINT (-97.729309 30.243229)"
"3,560","VIDEO","BROKEN","NORTHBOUND","SETBACK, THRU / RIGHT TURN"," CAMERON RD / 290 HWY SVRD","LOC16-003215","655","2017 Jun 19 12:00:00 AM","2025 Mar 04 11:34:00 PM",,,,,"POINT (-97.695862 30.320782)"
"3,388","VIDEO","OK","SOUTHBOUND","RIGHT TURN, THRU / LEFT TURN"," MC NEIL DR / CORPUS CHRISTI DR","LOC16-003360","682","2017 Jun 22 12:00:00 AM","2025 Jul 22 12:16:00 PM",,,,,"POINT (-97.749626 30.44113)"
"1,181","LOOP","REMOVED","WESTBOUND","LEFT TURN"," WILLIAM CANNON DR / WOODHUE DR","LOC16-001960","400",,"2020 Dec 04 11:51:00 PM",,,,,"POINT (-97.798767 30.200392)"
"6,383","VIDEO","REMOVED","EASTBOUND","SETBACK","FM 620 RD / PECAN PARK BLVD","LOC16-003080","622","2018 May 21 12:00:00 AM","2025 Aug 12 04:35:00 PM",,,,,"POINT (-97.804283 30.466759)"
"6,546","GRIDSMART","REMOVED","NORTHBOUND","BICYCLE, LEFT TURN, THRU / RIGHT TURN"," OLTORF ST / PARKER LN","LOC16-002720","555","2018 Sep 12 12:00:00 AM","2024 Oct 10 06:10:00 PM",,,,,"POINT (-97.736885 30.232315)"
"13","VIDEO","OK","EASTBOUND","THRU / RIGHT TURN"," 1ST ST / ANNIE ST","LOC16-000985","199",,"2023 Dec 04 07:28:00 PM",,,,,"POINT (-97.755821 30.247448)"
"3,063","LOOP","REMOVED","WESTBOUND","LEFT TURN"," ED BLUESTEIN BLVD / 51ST ST","LOC16-003635","737","2017 Jun 23 12:00:00 AM","2020 Jun 22 07:00:00 PM",,,,,"POINT (-97.663628 30.292303)"
"6,391","LOOP","OK","EASTBOUND","LEFT TURN"," LAMAR BLVD / 34TH ST","LOC16-000520","105","2018 May 25 12:00:00 AM","2023 Dec 27 05:40:00 PM",,,,,"POINT (-97.744713 30.3027)"
"5,145","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," MENCHACA RD / BEN WHITE BLVD SVRD","LOC16-002680","547","2017 Jun 15 12:00:00 AM","2020 Jun 28 05:29:00 PM",,,,,"POINT (-97.788055 30.23036)"
"870","LOOP","BROKEN","NORTHBOUND","THRU / RIGHT TURN"," CAPITAL OF TEXAS HWY / RESEARCH BLVD SVRD","LOC16-004225","857",,"2024 May 28 10:35:00 PM",,,,,"POINT (-97.745766 30.389252)"
"3,322","LOOP","REMOVED","WESTBOUND","THRU / RIGHT TURN"," HOWARD LN / 35 SVRD","LOC16-003415","693","2017 Jun 22 12:00:00 AM","2021 Dec 29 12:24:00 AM",,,,,"POINT (-97.67189 30.424465)"
"3,655","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," ANDERSON LN SVRD / LAMAR BLVD SVRD","LOC16-003145","640","2017 Jun 19 12:00:00 AM","2024 May 21 09:43:00 PM",,,,,"POINT (-97.712425 30.347004)"
"1,570","LOOP","REMOVED","SOUTHBOUND","LEFT TURN"," CAPITAL OF TEXAS HWY / 2222 RD","LOC16-004850","992","2017 Jun 28 12:00:00 AM","2022 Oct 19 06:53:00 PM",,,,,"POINT (-97.791847 30.359398)"
"238","LOOP","OK","SOUTHBOUND","THRU / LEFT TURN"," DUVAL RD / RESEARCH BLVD SVRD","LOC16-002990","609",,"2023 Dec 26 01:37:00 PM",,,,,"POINT (-97.746445 30.419102)"
"2,082","VIDEO","OK","EASTBOUND","THRU ONLY"," ST ELMO RD / WOODWARD ST","LOC16-004340","881","2017 Jun 26 12:00:00 AM","2025 Mar 26 08:58:00 PM",,,,,"POINT (-97.747315 30.210224)"
"303","LOOP","OK","SOUTHBOUND","LEFT TURN"," BRAKER LN / DOMAIN DR (Pickle Research Campus Driveway)","LOC16-002285","466",,"2023 Dec 12 07:47:00 PM",,,,,"POINT (-97.725624 30.392347)"
"7,223","VIDEO","REMOVED","WESTBOUND","THRU / RIGHT TURN"," MC NEIL DR / PARMER LN","LOC16-003340","677","2020 Jul 13 12:00:00 AM","2024 Dec 30 03:33:00 PM",,,,,"POINT (-97.742394 30.44385)"
"4,960","LOOP","REMOVED","EASTBOUND","THRU / RIGHT TURN"," SLAUGHTER LN / LINDSHIRE LN","LOC16-002810","573","2017 Jun 15 12:00:00 AM","2019 May 20 11:21:00 PM",,,,,"POINT (-97.838776 30.178185)"
"5,944","VIDEO","BROKEN","EASTBOUND","THRU / RIGHT TURN"," BRAKER LN / 35 SVRD","LOC16-002295","468","2017 Sep 11 12:00:00 AM","2024 Jun 13 05:28:00 PM",,,,,"POINT (-97.676483 30.377125)"
"5,168","LOOP","REMOVED","WESTBOUND","THRU ONLY"," HOWARD LN / DESSAU RD","LOC16-002645","540","2017 Jun 15 12:00:00 AM","2022 Jul 13 01:21:00 PM",,,,,"POINT (-97.638428 30.40365)"
"2,919","LOOP","OK","SOUTHBOUND","LEFT TURN"," BRODIE LN / DAVIS LN","LOC16-003750","761","2017 Jun 23 12:00:00 AM","2023 Nov 12 04:42:00 PM",,,,,"POINT (-97.842285 30.195334)"
"1,967","VIDEO","OK","NORTHBOUND","LEFT TURN"," 51ST ST / GUADALUPE ST","LOC16-004450","903","2017 Jun 26 12:00:00 AM","2025 Sep 09 05:22:00 PM",,,,,"POINT (-97.728432 30.317671)"
"5,800","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," SPRINGDALE RD / 51ST ST","LOC16-003185","648","2017 Sep 11 12:00:00 AM","2025 Sep 22 05:55:00 PM",,,,,"POINT (-97.677811 30.2936)"
"3,234","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," MC KINNEY FALLS PKWY / DEE GABRIEL COLLINS RD","LOC16-003475","705","2017 Jun 23 12:00:00 AM","2023 Dec 17 04:32:00 PM",,,,,"POINT (-97.722061 30.172449)"
"2,173","LOOP","REMOVED","WESTBOUND","LEFT TURN"," RUNDBERG LN / GEORGIAN DR","LOC16-002410","491","2017 Jun 26 12:00:00 AM","2023 Sep 06 11:46:00 AM",,,,,"POINT (-97.693405 30.36083)"
"3,715","RADAR - SmartMicro","OK","WESTBOUND","THRU / LEFT TURN"," 1ST ST / EBERHART LN","LOC16-002085","425","2017 Jun 16 12:00:00 AM","2024 Apr 24 02:59:00 PM",,,,,"POINT (-97.785675 30.200544)"
"3,116","LOOP","OK","SOUTHBOUND","THRU ONLY","1 BLK S PLEASANT VALLEY RD (KREIG FIELD)","LOC16-003595","729","2017 Jun 23 12:00:00 AM","2025 Apr 03 07:34:00 PM",,,,,"POINT (-97.714973 30.246029)"
"458","LOOP","REMOVED","WESTBOUND","LEFT TURN"," BURNET RD / GAULT LN","LOC16-002245","458",,"2022 Jun 08 11:37:00 PM",,,,,"POINT (-97.716049 30.404934)"
"2,651","LOOP","REMOVED","WESTBOUND","LEFT TURN"," AVERY RANCH BLVD / MORGAN CREEK DR","LOC16-003995","812","2017 Jun 23 12:00:00 AM","2022 Aug 26 07:17:00 PM",,,,,"POINT (-97.767067 30.498346)"
"760","LOOP","OK","WESTBOUND","LEFT TURN"," CESAR CHAVEZ ST / PEDERNALES ST","LOC16-004965","1015",,"2023 Dec 29 07:03:00 PM",,,,,"POINT (-97.716759 30.254398)"
"577","LOOP","REMOVED","WESTBOUND","LEFT TURN","FM 2222 RD / SITIO DEL RIO BLVD","LOC16-004550","928",,"2020 Jun 29 10:34:00 PM",,,,,"POINT (-97.841827 30.392931)"
"1,896","LOOP","REMOVED","NORTHBOUND","THRU / LEFT TURN"," SLAUGHTER LN / FRANCIA TRL","LOC16-004525","922","2017 Jun 26 12:00:00 AM","2022 Dec 14 09:49:00 PM",,,,,"POINT (-97.79583 30.169279)"
"2,770","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," MOPAC EXPY / SLAUGHTER LN","LOC16-003870","787","2017 Jun 23 12:00:00 AM","2022 Jul 12 12:15:00 PM",,,,,"POINT (-97.865456 30.200567)"
"2,801","LOOP","REMOVED","NORTHBOUND","LEFT TURN"," MOPAC EXPY / LA CROSSE AVE","LOC16-003840","781","2017 Jun 23 12:00:00 AM","2022 Jul 12 12:07:00 PM",,,,,"POINT (-97.873253 30.190466)"
"906","LOOP","REMOVED","WESTBOUND","SETBACK"," DEAN KEETON ST / LAFAYETTE AVE","LOC16-004555","929",,"2025 Mar 03 02:37:00 PM",,,,,"POINT (-97.721809 30.284424)"
"7,056","VIDEO","OK","WESTBOUND","LEFT TURN, RIGHT TURN"," 1ST ST / LIGHTSEY RD","LOC16-001155","235","2020 Jan 16 12:00:00 AM","2023 Dec 10 05:51:00 PM",,,,,"POINT (-97.765732 30.23241)"
"5,817","VIDEO","REMOVED","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," CAMERON RD / BROADMOOR DR","LOC16-003225","657","2017 Sep 11 12:00:00 AM","2024 Jul 31 03:09:00 PM",,,,,"POINT (-97.707008 30.31142)"
"797","LOOP","OK","EASTBOUND","LEFT TURN"," BURNET RD / WHITE HORSE TRL","LOC16-000405","82",,"2024 Dec 18 05:24:00 PM",,,,,"POINT (-97.73925 30.33848)"
"5,939","VIDEO","OK","WESTBOUND","LEFT TURN, THRU / RIGHT TURN"," STASSNEY LN / TERI RD","LOC16-002280","465","2017 Sep 11 12:00:00 AM","2023 Nov 12 04:53:00 PM",,,,,"POINT (-97.731155 30.191292)"
"2,623","LOOP","OK","SOUTHBOUND","LEFT TURN"," MC NEIL DR / SAN FELIPE BLVD","LOC16-004010","815","2017 Jun 23 12:00:00 AM","2025 Mar 12 03:07:00 PM",,,,,"POINT (-97.767021 30.435202)"
"5,778","VIDEO","OK","SOUTHBOUND","THRU / RIGHT TURN, LEFT TURN"," LAKELINE BLVD / PECAN PARK BLVD","LOC16-003025","606","2017 Sep 11 12:00:00 AM","2025 Sep 10 09:05:00 PM",,,,,"POINT (-97.807221 30.476854)"
"5,683","VIDEO","OK","EASTBOUND","LEFT TURN, THRU / RIGHT TURN"," LAMAR BLVD / 51ST ST","LOC16-000010","3","2017 Sep 11 12:00:00 AM","2024 Aug 28 06:42:00 PM",,,,,"POINT (-97.73082 30.31877)"
"193","VIDEO","OK - MINOR ISSUE","NORTHBOUND","LEFT TURN"," CONGRESS AVE / LIGHTSEY RD","LOC16-001140","232",,"2025 Aug 05 11:14:00 AM",,,,,"POINT (-97.760208 30.229651)"
"191","VIDEO","OK","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN, THRU ONLY"," CONGRESS AVE / ST ELMO RD","LOC16-001990","406",,"2025 Sep 19 03:53:00 PM",,,,,"POINT (-97.766876 30.218205)"
"1,047","LOOP","REMOVED","EASTBOUND","LEFT TURN"," BASTROP HWY / VARGAS RD","LOC16-002440","498",,"2019 Dec 17 12:58:00 PM",,,,,"POINT (-97.688217 30.239801)"
"5,749","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," LAMAR BLVD / 24TH ST","LOC16-000535","108","2017 Sep 11 12:00:00 AM","2023 Dec 22 02:58:00 PM",,,,,"POINT (-97.75277 30.288534)"
"1,820","LOOP","REMOVED","NORTHBOUND","THRU / RIGHT TURN"," SPICEWOOD SPRINGS RD / MESA DR","LOC16-004590","940","2017 Jun 26 12:00:00 AM","2022 Apr 27 03:09:00 PM",,,,,"POINT (-97.757225 30.371532)"
"6,621","LOOP","REMOVED","EASTBOUND","BICYCLE, LEFT TURN"," 51ST ST / BERKMAN DR","LOC16-003345","678","2019 Jan 03 12:00:00 AM","2025 Mar 03 02:51:00 PM",,,,,"POINT (-97.698875 30.303907)"
"6,750","VIDEO","OK","NORTHBOUND","SETBACK"," MONTOPOLIS DR / HOGAN AVE","LOC16-005900","1047","2019 Feb 27 12:00:00 AM","2023 Dec 27 06:03:00 PM",,,,,"POINT (-97.697334 30.234555)"
"5,883","VIDEO","OK","NORTHBOUND","LEFT TURN, THRU / RIGHT TURN"," TUSCANY WAY / 290 HWY SVRD","LOC16-003940","801","2017 Sep 11 12:00:00 AM","2025 Apr 29 04:59:00 PM",,,,,"POINT (-97.659401 30.328466)"
"3,722","LOOP","OK","SOUTHBOUND","THRU / RIGHT TURN"," WEST GATE BLVD / WILLIAM CANNON DR","LOC16-002050","418","2017 Jun 16 12:00:00 AM","2025 Mar 11 02:24:00 PM",,,,,"POINT (-97.815392 30.207201)"
"3,476","VIDEO","OK","SOUTHBOUND","LEFT TURN, THRU / RIGHT TURN"," MANOR RD / SUSQUEHANNA LN","LOC16-003300","668","2017 Jun 19 12:00:00 AM","2025 Oct 13 10:19:00 PM",,,,,"POINT (-97.665009 30.313078)"
"6,298","VIDEO","OK","NORTHBOUND","BICYCLE, LEFT TURN, THRU / RIGHT TURN"," BARTON SPRINGS RD / DAWSON RD","LOC16-001150","234","2018 Feb 08 12:00:00 AM","2024 Jun 16 05:33:00 PM",,,,,"POINT (-97.755707 30.260344)"
"382","LOOP","OK","EASTBOUND","LEFT TURN"," WEST GATE BLVD / WILLIAM CANNON DR","LOC16-002050","418",,"2025 Mar 11 02:23:00 PM",,,,,"POINT (-97.815392 30.207201)"
"1,312","LOOP","REMOVED","EASTBOUND","THRU / LEFT TURN"," MANOR RD / ROGGE LN","LOC16-002400","489","2017 Jul 13 12:00:00 AM","2025 Jan 28 12:08:00 AM",,,,,"POINT (-97.681313 30.304554)"
